"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"66457891","2025-10-12T23:34:52.000",,"HPD","Department of Housing Preservation and Development","PAINT/PLASTER","WALL","RESIDENTIAL BUILDING","10032","540 WEST  158 STREET","WEST  158 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-10-12T00:00:00.000","12 MANHATTAN","1021160015","MANHATTAN","1000085","243124","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8339803870362","-73.94277682731641","
,  
(40.8339803870362, -73.94277682731641)"
"66455487","2025-10-12T23:34:52.000",,"HPD","Department of Housing Preservation and Development","FLOORING/STAIRS","FLOOR","RESIDENTIAL BUILDING","10032","540 WEST  158 STREET","WEST  158 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-10-12T00:00:00.000","12 MANHATTAN","1021160015","MANHATTAN","1000085","243124","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8339803870362","-73.94277682731641","
,  
(40.8339803870362, -73.94277682731641)"
"66460327","2025-10-12T23:34:52.000",,"HPD","Department of Housing Preservation and Development","WATER LEAK","HEAVY FLOW","RESIDENTIAL BUILDING","10032","540 WEST  158 STREET","WEST  158 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-10-12T00:00:00.000","12 MANHATTAN","1021160015","MANHATTAN","1000085","243124","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8339803870362","-73.94277682731641","
,  
(40.8339803870362, -73.94277682731641)"
"66456746","2025-10-12T23:34:37.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","WATER SUPPLY","RESIDENTIAL BUILDING","11103","30-70 34 STREET","34 STREET",,,,,"ADDRESS","ASTORIA",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-10-12T00:00:00.000","01 QUEENS","4006250073","QUEENS","1006343","217720","PHONE","Unspecified","QUEENS",,,,,,,,"40.764239929296565","-73.92024579451515","
,  
(40.764239929296565, -73.92024579451515)"
"66459582","2025-10-12T23:34:35.000","2025-10-13T00:58:18.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11201","38 WASHINGTON STREET","WASHINGTON STREET","PLYMOUTH STREET","WATER STREET","PLYMOUTH STREET","WATER STREET","ADDRESS","BROOKLYN","WASHINGTON STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-10-13T00:58:23.000","02 BROOKLYN","3000270040","BROOKLYN","987137","195508","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.703300591443224","-73.98958765752316","
,  
(40.703300591443224, -73.98958765752316)"
"66461365","2025-10-12T23:34:31.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10455","1025 LEGGETT AVENUE","LEGGETT AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-10-12T00:00:00.000","02 BRONX","2027200041","BRONX","1012060","235823","ONLINE","Unspecified","BRONX",,,,,,,,"40.81391163706459","-73.89953288330868","
,  
(40.81391163706459, -73.89953288330868)"
"66452880","2025-10-12T23:34:11.000","2025-10-13T00:56:02.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:08.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66461317","2025-10-12T23:34:05.000","2025-10-13T00:49:53.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","11201","343 GOLD STREET","GOLD STREET","JOHNSON STREET","FLATBUSH AVENUE EXTENSION","JOHNSON STREET","FLATBUSH AVENUE EXTENSION","ADDRESS","BROOKLYN","GOLD STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:49:58.000","02 BROOKLYN","3020490002","BROOKLYN","988884","192202","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.694225650268514","-73.98328914866872","
,  
(40.694225650268514, -73.98328914866872)"
"66460935","2025-10-12T23:34:00.000",,"DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11417",,,,,"CROSS BAY BOULEVARD","134 AVENUE","INTERSECTION","QUEENS",,"N/A","Open",,,,"10 QUEENS",,"QUEENS","1027744","185092","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.67460469034821","-73.84320062094235","
,  
(40.67460469034821, -73.84320062094235)"
"66459038","2025-10-12T23:33:59.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11691","711 SEAGIRT AVENUE","SEAGIRT AVENUE",,,,,"ADDRESS","FAR ROCKAWAY",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-10-12T00:00:00.000","14 QUEENS","4156100001","QUEENS","1055848","156519","PHONE","Unspecified","QUEENS",,,,,,,,"40.59599553669944","-73.74218707271653","
,  
(40.59599553669944, -73.74218707271653)"
"66460513","2025-10-12T23:33:35.000","2025-10-13T00:20:30.000","NYPD","New York City Police Department","Encampment","N/A","Subway",,,,,,,,,,,,"Closed",,"The Police Department visited the location and no Encampment was found.","2025-10-13T00:20:40.000","Unspecified MANHATTAN",,"MANHATTAN","986974","199302","MOBILE","Unspecified","MANHATTAN",,,,"F",,,"Mezzanine","40.71371427501245","-73.99017400338403","
,  
(40.71371427501245, -73.99017400338403)"
"66458906","2025-10-12T23:33:29.000","2025-10-13T00:56:04.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:19.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66453417","2025-10-12T23:33:28.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11205","81 NORTH PORTLAND AVENUE","NORTH PORTLAND AVENUE","PARK AVENUE","AUBURN PLACE","PARK AVENUE","AUBURN PLACE","ADDRESS","BROOKLYN","NORTH PORTLAND AVENUE",,"In Progress",,,,"02 BROOKLYN","3020410001","BROOKLYN","990841","192624","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69538270128887","-73.97623152066696","
,  
(40.69538270128887, -73.97623152066696)"
"66452690","2025-10-12T23:33:23.000","2025-10-13T00:17:09.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","11231","327 VAN BRUNT STREET","VAN BRUNT STREET","KING STREET","SULLIVAN STREET","KING STREET","SULLIVAN STREET","ADDRESS","BROOKLYN","VAN BRUNT STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:17:15.000","06 BROOKLYN","3005560002","BROOKLYN","980879","186282","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.677977176524244","-74.01215333507722","
,  
(40.677977176524244, -74.01215333507722)"
"66454630","2025-10-12T23:33:18.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11223","2411 EAST    3 STREET","EAST    3 STREET","AVENUE W","AVENUE X","AVENUE W","AVENUE X","ADDRESS","BROOKLYN","EAST    3 STREET",,"In Progress",,,,"15 BROOKLYN","3071790042","BROOKLYN","993268","154723","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.5913504885388","-73.96752993169969","
,  
(40.5913504885388, -73.96752993169969)"
"66459218","2025-10-12T23:32:58.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11373","81-06 DONGAN AVENUE","DONGAN AVENUE","QUEENS BOULEVARD","POYER STREET","QUEENS BOULEVARD","POYER STREET","ADDRESS","ELMHURST","DONGAN AVENUE",,"In Progress",,,"2025-10-13T02:47:33.000","04 QUEENS","4015407502","QUEENS","1016881","208256","ONLINE","Unspecified","QUEENS",,,,,,,,"40.73823105061437","-73.88225030445047","
,  
(40.73823105061437, -73.88225030445047)"
"66458883","2025-10-12T23:32:46.000","2025-10-13T00:55:53.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:03.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66452986","2025-10-12T23:32:25.000","2025-10-12T23:37:46.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10451","185 EAST  159 STREET","EAST  159 STREET","GRAND CONCOURSE","CONCOURSE VILLAGE WEST","GRAND CONCOURSE","CONCOURSE VILLAGE WEST","ADDRESS","BRONX","EAST  159 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-10-12T23:37:50.000","04 BRONX","2024590055","BRONX","1005842","240124","MOBILE","Unspecified","BRONX",,,,,,,,"40.825734050952356","-73.92198233673835","
,  
(40.825734050952356, -73.92198233673835)"
"66457746","2025-10-12T23:32:15.000","2025-10-13T00:50:48.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10452","1406 TOWNSEND AVENUE","TOWNSEND AVENUE","EAST  170 STREET","EAST  171 STREET","EAST  170 STREET","EAST  171 STREET","ADDRESS","BRONX","TOWNSEND AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T00:50:57.000","04 BRONX","2028430035","BRONX","1007329","245373","ONLINE","Unspecified","BRONX",,,,,,,,"40.840137278232454","-73.91659135255412","
,  
(40.840137278232454, -73.91659135255412)"
"66459288","2025-10-12T23:32:07.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11205","152 NORTH ELLIOT WALK","NORTH ELLIOT WALK","ST EDWARDS STREET",,"ST EDWARDS STREET",,"ADDRESS","BROOKLYN","NORTH ELLIOTT WALK",,"In Progress",,,,"02 BROOKLYN","3020400001","BROOKLYN","990591","192084","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69390070916861","-73.97713357953613","
,  
(40.69390070916861, -73.97713357953613)"
"66460075","2025-10-12T23:32:02.000","2025-10-13T00:56:12.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:24.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66454798","2025-10-12T23:32:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Alarms (NR3)",,"11377","46-10 70 STREET","70 STREET","QUEENS BLVD","47 AVE",,,"ADDRESS","WOODSIDE",,"N/A","Open",,,,"02 QUEENS","4024327502","QUEENS","1013565","208755","ONLINE","Unspecified","QUEENS",,,,,,,,"40.739612293736926","-73.89421397800916","
,  
(40.739612293736926, -73.89421397800916)"
"66460162","2025-10-12T23:31:50.000","2025-10-13T00:43:53.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11201","8 REMSEN STREET","REMSEN STREET","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","BROOKLYN HEIGHTS PROMENADE","MONTAGUE TERRACE","ADDRESS","BROOKLYN","REMSEN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T00:44:02.000","02 BROOKLYN","3002510006","BROOKLYN","984795","192512","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.695077724850115","-73.99803462876274","
,  
(40.695077724850115, -73.99803462876274)"
"66456699","2025-10-12T23:31:37.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11103","30-70 34 STREET","34 STREET",,,,,"ADDRESS","ASTORIA",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-10-12T00:00:00.000","01 QUEENS","4006250073","QUEENS","1006343","217720","PHONE","Unspecified","QUEENS",,,,,,,,"40.764239929296565","-73.92024579451515","
,  
(40.764239929296565, -73.92024579451515)"
"66457822","2025-10-12T23:31:36.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11204","6801 BAY PARKWAY","BAY PARKWAY",,,,,"ADDRESS","BROOKLYN",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-10-12T00:00:00.000","11 BROOKLYN","3065750007","BROOKLYN","988870","162016","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6113716761849","-73.98336031235527","
,  
(40.6113716761849, -73.98336031235527)"
"66461054","2025-10-12T23:31:22.000","2025-10-13T00:56:22.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:28.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66460897","2025-10-12T23:30:43.000","2025-10-13T01:06:51.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11373","85-41 58 AVENUE","58 AVENUE","DEAD END","VAN HORN STREET","DEAD END","VAN HORN STREET","ADDRESS","ELMHURST","58 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T01:06:57.000","04 QUEENS","4028830010","QUEENS","1018782","205704","PHONE","Unspecified","QUEENS",,,,,,,,"40.73121922839703","-73.87540361090136","
,  
(40.73121922839703, -73.87540361090136)"
"66455417","2025-10-12T23:30:39.000","2025-10-13T00:38:49.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10468","2324 MORRIS AVENUE","MORRIS AVENUE","EAST  183 STREET","FIELD PLACE","EAST  183 STREET","FIELD PLACE","ADDRESS","BRONX","MORRIS AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T00:38:56.000","05 BRONX","2031720011","BRONX","1011504","252179","PHONE","Unspecified","BRONX",,,,,,,,"40.85880582620532","-73.90147504210883","
,  
(40.85880582620532, -73.90147504210883)"
"66458831","2025-10-12T23:30:34.000","2025-10-13T00:56:30.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:46.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66459757","2025-10-12T23:30:00.000",,"DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11694",,,,,"BEACH 122 STREET","BEACH CHANNEL DRIVE","INTERSECTION","QUEENS",,"N/A","Open",,,,"14 QUEENS",,"QUEENS","1027542","151172","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.581502578215854","-73.84414641458724","
,  
(40.581502578215854, -73.84414641458724)"
"66452987","2025-10-12T23:29:58.000","2025-10-13T00:55:53.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:55:58.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66458164","2025-10-12T23:29:20.000","2025-10-12T23:52:49.000","NYPD","New York City Police Department","Encampment","N/A","Subway",,,,,,,,,,,,"Closed",,"The Police Department visited the location and no Encampment was found.","2025-10-12T23:52:54.000","Unspecified QUEENS",,"QUEENS","1038777","197122","MOBILE","Unspecified","QUEENS",,,,"F",,,"Mezzanine","40.70756310107902","-73.80332851460568","
,  
(40.70756310107902, -73.80332851460568)"
"66456469","2025-10-12T23:29:07.000","2025-10-13T00:56:38.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:51.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66456194","2025-10-12T23:29:02.000","2025-10-13T01:15:25.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10467","2316 WALLACE AVENUE","WALLACE AVENUE","ASTOR AVENUE","WARING AVENUE","ASTOR AVENUE","WARING AVENUE","ADDRESS","BRONX","WALLACE AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-10-13T01:15:29.000","11 BRONX","2043520010","BRONX","1021701","252647","MOBILE","Unspecified","BRONX",,,,,,,,"40.86005297602237","-73.86460966893242","
,  
(40.86005297602237, -73.86460966893242)"
"66453915","2025-10-12T23:29:00.000",,"DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11418",,,,,"MYRTLE AVENUE","112 STREET","INTERSECTION","QUEENS",,"N/A","Open",,,,"09 QUEENS",,"QUEENS","1029156","194602","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.70070036408523","-73.83804687234463","
,  
(40.70070036408523, -73.83804687234463)"
"66460922","2025-10-12T23:29:00.000",,"DOT","Department of Transportation","Street Light Condition","Street Light Out",,"10312","810 DRUMGOOLE ROAD WEST","DRUMGOOLE ROAD WEST","ARDEN AVE","RICHMOND PKWY ET RP",,,"ADDRESS","STATEN ISLAND",,,"Open",,,,"03 STATEN ISLAND","5056640110","STATEN ISLAND","934544","139998","UNKNOWN","Unspecified","STATEN ISLAND",,,,,,,,"40.5507985366968","-74.17886214054549","
,  
(40.5507985366968, -74.17886214054549)"
"66458587","2025-10-12T23:28:59.000","2025-10-13T00:19:52.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Club/Bar/Restaurant","10307","44 MAIN STREET","MAIN STREET","DEAD END","ELLIS STREET","DEAD END","ELLIS STREET","ADDRESS","STATEN ISLAND","MAIN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T00:20:00.000","03 STATEN ISLAND","5080030105","STATEN ISLAND","914381","126506","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.51362973928262","-74.25127710072611","
,  
(40.51362973928262, -74.25127710072611)"
"66456562","2025-10-12T23:28:33.000","2025-10-13T00:55:44.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:55:53.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66455418","2025-10-12T23:28:15.000","2025-10-13T01:14:11.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11234","5302 GLENWOOD ROAD","GLENWOOD ROAD","EAST   53 STREET","EAST   54 STREET","EAST   53 STREET","EAST   54 STREET","ADDRESS","BROOKLYN","GLENWOOD ROAD",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T01:14:14.000","18 BROOKLYN","3077370041","BROOKLYN","1004914","170767","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63536844195984","-73.92554844404104","
,  
(40.63536844195984, -73.92554844404104)"
"66461171","2025-10-12T23:27:39.000","2025-10-13T00:56:30.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:45.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66458884","2025-10-12T23:27:23.000","2025-10-13T01:31:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10472","1403 ROSEDALE AVENUE","ROSEDALE AVENUE","EAST  174 STREET","EAST  177 STREET","EAST  174 STREET","EAST  177 STREET","ADDRESS","BRONX","ROSEDALE AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T01:31:19.000","09 BRONX","2038940001","BRONX","1020233","243494","PHONE","Unspecified","BRONX",,,,,,,,"40.834936821655944","-73.86996579520905","
,  
(40.834936821655944, -73.86996579520905)"
"66460899","2025-10-12T23:27:22.000","2025-10-13T00:11:24.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11233","872 HERKIMER STREET","HERKIMER STREET","BUFFALO AVENUE","KANE PLACE","BUFFALO AVENUE","KANE PLACE","ADDRESS","BROOKLYN","HERKIMER STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-10-13T00:11:30.000","03 BROOKLYN","3017120114","BROOKLYN","1005202","186393","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67825769261324","-73.92446224314574","
,  
(40.67825769261324, -73.92446224314574)"
"66453941","2025-10-12T23:27:18.000","2025-10-13T00:06:10.000","NYPD","New York City Police Department","Noise - Park","Loud Music/Party","Park/Playground","10027","18 MT MORRIS PARK WEST","MT MORRIS PARK WEST","WEST  121 STREET","WEST  122 STREET","WEST  121 STREET","WEST  122 STREET","ADDRESS","NEW YORK","MOUNT MORRIS PARK WEST",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:06:16.000","11 MANHATTAN","1017190001","MANHATTAN","999341","232509","ONLINE","Marcus Garvey Park","MANHATTAN",,,,,,,,"40.80484651053699","-73.94548930106254","
,  
(40.80484651053699, -73.94548930106254)"
"66455370","2025-10-12T23:27:09.000","2025-10-13T00:55:52.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:01.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66461336","2025-10-12T23:27:02.000",,"HPD","Department of Housing Preservation and Development","FLOORING/STAIRS","FLOOR","RESIDENTIAL BUILDING","10458","355 EAST  184 STREET","EAST  184 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-10-12T00:00:00.000","05 BRONX","2030240008","BRONX","1013152","251878","ONLINE","Unspecified","BRONX",,,,,,,,"40.85797443070786","-73.89551871977402","
,  
(40.85797443070786, -73.89551871977402)"
