"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50016747","SARKU JAPAN","Bronx","815","HUTCHINSON RIVER PARKWAY","10465","7182391460","Japanese","2023-01-10T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","22",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.823678037301","-73.836420051252","210","13","009000","2080263","2055597501","BX09"
"50062555","CELEBRATE AT SNUG HARBOR","Staten Island","1000","RICHMOND TER","10310","7184422700","American","2025-10-02T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","10","A","2025-10-02T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.645224538002","-74.10467411188","501","49","009700","5000000","5000760200","SI22"
"50056178","MILK BAR NOLITA","Manhattan","246","MOTT STREET","10012","3472425762","Frozen Desserts","2024-07-11T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","21",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.723347344135","-73.994757972235","102","01","004300","1077759","1005080001","MN24"
"50107236","VILLAGE CAFE & GRILL","Manhattan","128","EAST    4 STREET","10003","9173882249","American","2025-03-20T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","12","A","2025-03-20T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.725358695043","-73.987484414782","103","02","003800","1006176","1004450030","MN22"
"50136262","DELICIAS DEL VALLE 3452 RESTAURANT","Bronx","3452","BOSTON ROAD","10469","3473762414","Other","2023-10-25T00:00:00.000","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.876316747524","-73.848530429465","212","12","036400","2060739","2047370105","BX03"
"41576935","RED FARM / DECOY","Manhattan","529","HUDSON STREET","10014","2127929700","Chinese","2018-04-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","29",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.734191863884","-74.006231562974","102","03","007500","1011757","1006310041","MN23"
"41701345","APANI","Brooklyn","1520","SHEEPSHEAD BAY ROAD","11235","6463631509","Eastern European","2024-10-15T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","58",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.587254705661","-73.953681536425","315","48","060600","3323043","3074590096","BK17"
"50137477","BONA PIZZA","Bronx","751","WESTCHESTER AVENUE","10455","9294084898","Pizza","2025-07-01T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","48",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.817826972578","-73.90547649157","201","08","007500","2004571","2026450043","BX34"
"50131314","ANTO","Manhattan","243","EAST   58 STREET","10022","2129708888","Steakhouse","2024-04-05T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","42","N",,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.760479059273","-73.965974530748","106","04","010800","1038643","1013320120","MN19"
"50034494","NY EDITION HOTEL","Manhattan","5","MADISON AVENUE","10010","8567805844","American","2025-04-29T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","11","A","2025-04-29T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.741176803789","-73.987759301558","105","02","005600","1016741","1008530001","MN13"
"50039472","ARTH ALGANATIN","Bronx","700","RHINELANDER AVENUE","10462","7189189181","Middle Eastern","2022-05-31T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","0",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.847500523718","-73.866853097233","211","15","023200","2043492","2040500038","BX37"
"40864277","GALLAGHER'S 2000","Queens","4319","37 STREET","11101","7183611348","American","2024-05-07T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","58","C","2024-05-07T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.745527084762","-73.927702236685","402","26","017900","4003141","4002200018","QN31"
"50113217","ARI SUSHI","Manhattan","402","WEST   44 STREET","10036","6466699999","Asian/Asian Fusion","2024-06-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","41",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.759912925582","-73.992156088261","104","03","012100","1026369","1010530036","MN15"
"41085439","INES' BAKERY","Brooklyn","948","4 AVENUE","11232","7187880594","Bakery Products/Desserts","2023-12-21T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","44",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.654442589191","-74.00428514019","307","38","008400","3010267","3006920045","BK32"
"50094977","THE OASIS CAFE","Queens","19630","NORTHERN BLVD","11358","7183574843","American","2024-12-06T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","22",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.757878094336","-73.784896214219","411","19","145101","4124563","4055200016","QN48"
"50118835","OSAKA SUSHI","Bronx","1041","MORRIS PARK AVENUE","10461","7188928681","Asian/Asian Fusion","2022-03-03T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","35",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.848693797252","-73.854947964881","211","13","025200","2045492","2041280033","BX37"
"50176870","MARLON UNSTOPPABLE ICE CREAM, JUICE BAR AND PATTY RENTAL INC.","Bronx","1178","EAST GUN HILL ROAD","10469","3475321090",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-14T06:00:19.000",,"40.873105810092","-73.853064865612","211","12","034800","2090536","2046160042","BX31"
"50105752","TACOS & TEQUILA","Manhattan","1742","2 AVENUE","10128","9177956728","Mexican","2023-05-19T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","32",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.78082813766","-73.949574425471","108","05","015400","1050202","1015530051","MN32"
"41686215","SHUN WANG RESTAURANT","Queens","8125","BROADWAY","11373","7187793330","Chinese","2025-03-13T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","61",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.743097029615","-73.883251648136","404","25","026902","4307385","4015097501","QN29"
"50143192","COFFEE SHOT","Queens","10706","71ST RD","11375","3475614315","Coffee/Tea","2024-03-29T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","2024-03-29T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.719952507516","-73.843537176479","406","29","073700","4314651","4032570037","QN17"
"50085607","LUV-N-OVEN","Brooklyn","120","DEKALB AVENUE","11201","7188525837","Pizza","2022-04-08T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","62",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.689779493242","-73.977668636002","302","35","003300","3340923","3020970039","BK68"
"50108142","HOMEMADE TAQUERIA","Queens","7236","AUSTIN ST","11375","9174179423","Mexican","2023-03-15T00:00:00.000","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","22",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.718755537265","-73.841357469675","406","29","073700","4077933","4032557501","QN17"
"50052110","LEUCA (1st floor), WESTLIGHT (22nd floor)","Brooklyn","55","WYTHE AVENUE","11249","6464427841","American","2022-05-26T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","38",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.722466659207","-73.957245389265","301","33","055700","3399881","3022830001","BK73"
"50114519","LIL M BUBBLE TEA HOUSE","Staten Island","1764","VICTORY BOULEVARD","10314","7182854552","Coffee/Tea","2024-01-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","17",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.613082102445","-74.122300897278","501","49","016901","5095205","5007070001","SI07"
"50066056","BROOKLYN WING HOUSE","Brooklyn","1218","UNION STREET","11225","7182594647","American","2022-07-12T00:00:00.000","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","36",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.668976823915","-73.951115642759","309","35","032100","3330689","3012750040","BK63"
"50089838","CAFE DE COLOMBIA BAKERY","Queens","8303","37TH AVE","11372","7182163623","Bakery Products/Desserts","2025-03-14T00:00:00.000","Violations were cited in the following area(s).","19-06","Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.749862850149","-73.883228917655","403","25","028100","4035828","4014570034","QN28"
"50131223","NEW TANG'S GARDEN","Manhattan","1328","3 AVENUE","10021","7185062841","Chinese","2023-11-28T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","28",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.772232501136","-73.958794665078","108","04","012800","1043151","1014100040","MN40"
"50045305","DOMINO'S","Manhattan","440","EAST   14 STREET","10009","2124733030","Pizza","2024-07-01T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","5","A","2024-07-01T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.730786984367","-73.981201634041","103","02","003400","1006019","1004410029","MN22"
"50117066","4 BOY 99 CENT PIZZA","Manhattan","252","WEST   31 STREET","10001","9292615088","Pizza","2025-09-16T00:00:00.000","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","37",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.749710736958","-73.993489074395","105","03","010100","1014346","1007800070","MN17"
"50077371","OVER GREENS","Brooklyn","1505","SHEEPSHEAD BAY ROAD","11235","3477027733","Juice, Smoothies, Fruit Salads","2024-02-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","31","C","2024-02-16T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.587323441547","-73.953969516648","315","48","059000","3204955","3074600012","BK17"
"40874132","SIDESHOWS BY THE SEASHORE","Brooklyn","1208","SURF AVENUE","11224","7183725159","American","2019-08-21T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","2","A","2019-08-21T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.575528354448","-73.979978400217","313","47","035200","3245137","3086940018","BK21"
"40424780","MANNA ONE BAKERY","Manhattan","27","CATHERINE STREET","10038","2126087551","Bakery Products/Desserts","2022-08-16T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","22",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.712623617937","-73.997067391413","103","01","000800","1003355","1002770049","MN27"
"50006978","401 LUCKY STAR RESTAURANT","Brooklyn","401","MOTHER GASTON BOULEVARD","11212","7184852633","Chinese","2023-02-21T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.","Not Critical","42",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.669352803861","-73.906761947544","316","41","090800","3083885","3037260004","BK81"
"50127389","ART SOHO","Manhattan","2","RENWICK STREET","10013","2123427000","American","2025-08-07T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2025-08-07T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.724456028012","-74.008590142163","102","03","003700","1088827","1005940115","MN24"
"50116591","FU LE DA PAI DANG","Queens","4414","KISSENA BLVD","11355","7188863888","Chinese","2024-12-05T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","35",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.753473660337","-73.822318047433","407","20","079701","4115907","4051370110","QN22"
"50129374","ROYAL QUEEN","Queens","136-20","ROOSEVELT AVENUE","11354","7183583388","Chinese","2025-03-31T00:00:00.000","Violations were cited in the following area(s).","19-10","Failure to display required signage about plastic straw availability","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.759777908235","-73.829235428489","407","20","085300","4113546","4050190005","QN22"
"41298790","SERAFINA AT THE TIME HOTEL","Manhattan","224","WEST   49 STREET","10019","2122471000","Italian","2023-12-05T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","43",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.761007378725","-73.985051921577","105","03","012500","1024782","1010200051","MN17"
"50124304","PAUL'S DA BURGER JOINT","Manhattan","131","2 AVENUE","10003","2125293033","Hamburgers","2024-02-06T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","10","A","2024-02-06T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.728498736235","-73.987750815311","103","02","003800","1006677","1004630028","MN22"
"50044709","SWEETS BAKERY","Manhattan","135","WALKER STREET","10013","2122192012","Bakery Products/Desserts","2024-08-30T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","54","C","2024-08-30T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.717358380495","-73.999577933981","101","01","002900","1084583","1001980126","MN27"
"40886675","CANARD INC","Manhattan","503","WEST   43 STREET","10036","2129471561","American","2024-08-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","10","A","2024-08-20T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.76050871696","-73.995473376146","104","03","012900","1079233","1010720029","MN15"
"50127549","PIO BAGEL","Brooklyn","6","FLATBUSH AVENUE","11217","3477630172","Bagels/Pretzels","2025-04-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2025-04-24T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.688769994408","-73.980863757915","302","33","003700","3000468","3001610043","BK38"
"50094900","EASY CORNER","Manhattan","101","WEST  136 STREET","10030","3477076421","Caribbean","2025-08-21T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.",,,"Not Applicable","0",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.814971389674","-73.940830976761","110","09","022800","1058330","1019210029","MN03"
"50082980","ZIA MARIA LITTLE ITALY","Manhattan","138","MULBERRY STREET","10013","6465907873","Italian","2025-10-07T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","27",,,"2025-10-14T06:00:14.000","Cycle Inspection / Compliance Inspection","40.718588013358","-73.997655145358","102","01","004100","1066508","1002377501","MN24"
"50138010","MAINE OCEAN","Queens","3609A","164TH ST","11358","9179080777","Korean","2025-04-02T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","21","N",,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.762571867161","-73.801786019347","407","19","117500","4119568","4052870015","QN51"
"41653095","POPEYES","Brooklyn","1220","SURF AVENUE","11224","7186769535","Chicken","2023-01-31T00:00:00.000","Violations were cited in the following area(s).","10A","Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.","Not Critical","31",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.575531148015","-73.980259176952","313","47","035200","3245133","3086940012","BK21"
"50138451","WATER & WHEAT","Manhattan","1379","3 AVENUE","10075","3473981268","Italian","2025-08-28T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2025-08-28T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.773952997869","-73.957519096997","108","05","013400","1076312","1014337501","MN31"
"50131418","UPSIDE","Brooklyn","640","MANHATTAN AVENUE","11222","3476892931","Pizza","2023-02-06T00:00:00.000","Violations were cited in the following area(s).","19-10","Failure to display required signage about plastic straw availability.","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.724294955901","-73.951082124777","301","33","056900","3066104","3026470038","BK76"
"41348028","STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL","Bronx","918","EAST  233 STREET","10466","9175979946","Caribbean","2023-02-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2023-02-02T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.891341694648","-73.850872354936","212","11","042400","2064798","2048680050","BX44"
"50164996","FISH WITH YOU","Brooklyn","774","60 STREET","11220","7186663533","Seafood","2025-02-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","N",,"2025-10-14T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","40.635909447857","-74.010272101505","307","43","011800","3143605","3057850032","BK34"
"41312815","THE CABINET","Manhattan","649","EAST    9 STREET","10009","2126731190","American","2022-03-30T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","20",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.725722509808","-73.979002275696","103","02","002800","1004778","1003920037","MN28"
"50111296","BIG WONG","Manhattan","67","MOTT STREET","10013","2129640540","Chinese","2024-04-30T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","94",,,"2025-10-14T06:00:14.000","Cycle Inspection / Compliance Inspection","40.7161177319","-73.998199940104","103","01","002900","1002397","1002000026","MN27"
"50046865","THE OWL MUSIC PARLOR","Brooklyn","497","ROGERS AVENUE","11225","7186668669","American","2024-06-27T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","13","A","2024-06-27T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.660084721678","-73.953468579023","309","40","080000","3114988","3050330002","BK60"
"40916719","CAFE LA MORENA & DELI","Brooklyn","950","3 AVENUE","11232","7187886478","Spanish","2023-02-15T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","14",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.655433348396","-74.006534125309","307","38","000200","3010304","3006950037","BK32"
"50140713","SUSHI GINZA","Manhattan","1065","1 AVENUE","10022","2122022553","Japanese","2023-11-20T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","38",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.759072618361","-73.962372801246","106","05","010800","1040047","1013510023","MN19"
"50063946","CITADINES CONNECT","Manhattan","13","WEST   45 STREET","10036","2123029088","Continental","2024-03-28T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","51","C","2024-03-28T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.755728479876","-73.980241663376","105","04","009600","1034249","1012610029","MN17"
"41049808","WAGNER COLLEGE - MAIN DINING   HALL","Staten Island","631","HOWARD AVENUE","10301","7184204275","American","2024-03-25T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2024-03-25T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.616129810903","-74.095248932174","501","49","004700","5147163","5006200001","SI08"
"41185792","MR. CHOW TRIBECA","Manhattan","121","HUDSON STREET","10013","2129659500","Chinese","2022-11-19T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","21",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.720045188407","-74.00857514127","101","01","003900","1002127","1001887503","MN24"
"50145241","NYC TIKKA MASALA","Queens","4427","KISSENA BLVD","11355","7187066765","Indian","2024-03-27T00:00:00.000","Violations were cited in the following area(s).","20-01","Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Re-inspection","40.753344360509","-73.82212709727","407","20","085900","4117219","4051920015","QN22"
"50106991","RAJA SWEETS & FAST FOOD","Queens","7231","37TH AVE","11372","7184241850","Indian","2025-01-15T00:00:00.000","Violations were cited in the following area(s).","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","Critical","25",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.74880492794","-73.893282162298","403","25","029100","4462992","4012720036","QN28"
"50139198","JIMMY'S ON THE GO","Bronx","536","EAST  168 STREET","10456","7188422324","American","2025-08-12T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","17","B","2025-08-12T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.830867096025","-73.90529528355","203","16","014500","2004212","2026090028","BX01"
"50134087","KITARO","Manhattan","510","AMSTERDAM AVENUE","10024","2127879008","Japanese","2024-01-30T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","70",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.786726884514","-73.975722071324","107","06","017100","1033112","1012320034","MN12"
"50162420","MADRAS DOSA CO","Manhattan","1450","BROADWAY","10018","6015224662","Indian","2024-12-16T00:00:00.000","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","20","N",,"2025-10-14T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","40.754919701351","-73.98665949548","105","04","011300","1022568","1009930047","MN17"
"50078216","FAMILY PIZZA","Brooklyn","720","FLATBUSH AVENUE","11225","7184620639","Pizza","2024-08-15T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","10","A","2024-08-15T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.655791577516","-73.959912040776","309","40","079802","3114646","3050260264","BK60"
